FilerEIN,TaxYear,BusinessNameLine1Txt,Title,AverageHoursPerWeekRt,AverageHoursPerWeekRltdOrgRt,IndividualTrusteeOrDirector,Officer,ReportableCompFromOrg,ReportableCompFromRltdOrg,OtherCompensation,KeyEmployee,HighestCompensatedEmployee,Name,FormerOfcrDirectorTrusteeInd,InstitutionalTrustee
135562401,2018,WILLIAM HOLBY,CHAIRMAN,2.0,0.0,X,X,0,0,0,,,,,
135562401,2018,DENISE DAY,VICE CHAIRMAN,2.0,40.0,X,X,0,375047,42925,,,,,
135562401,2018,ERIC K MANN,TRUSTEE VOLUNTEER,2.0,40.0,X,,0,338183,29771,,,,,
135562401,2018,MARK BAUMGARTNER,TRUSTEE VOLUNTEER,2.0,0.0,X,,0,0,0,,,,,
135562401,2018,BARBARA A BETTIN,TRUSTEE VOLUNTEER,2.0,40.0,X,,0,239319,35787,,,,,
135562401,2018,ANGELA BROCK-KYLE,TRUSTEE VOLUNTEER,2.0,0.0,X,,0,0,0,,,,,
135562401,2018,SANDRA J MORANDER,TRUSTEE VOLUNTEER,2.0,40.0,X,,0,287713,54054,,,,,
135562401,2018,JOSEPH R WEIST,TRUSTEE VOLUNTEER,2.0,40.0,X,,0,134165,24105,,,,,
135562401,2018,STEPHEN IVES,TRUSTEE VOLUNTEER,2.0,0.0,X,,0,0,0,,,,,
135562401,2018,JURIJ Z KUSHNER,TRUSTEE VOLUNTEER,2.0,0.0,X,,0,0,0,,,,,
135562401,2018,D SCOTT LUTTRELL,TRUSTEE VOLUNTEER,2.0,0.0,X,,0,0,0,,,,,
135562401,2018,ROBERT T LUTTS,TRUSTEE VOLUNTEER,2.0,0.0,X,,0,0,0,,,,,
135562401,2018,DAVID M MARTIN,TRUSTEE VOLUNTEER,2.0,0.0,X,,0,0,0,,,,,
135562401,2018,WILLIAM D RUECKERT,TRUSTEE VOLUNTEER,2.0,0.0,X,,0,0,0,,,,,
135562401,2018,W KELVIN WALKER,TRUSTEE VOLUNTEER - AS OF 1/1/2018,2.0,0.0,X,,0,0,0,,,,,
135562401,2018,CHRISTINE C MARCKS,TRUSTEE VOLUNTEER - AS OF 7/1/2018,2.0,0.0,X,,0,0,0,,,,,
135562401,2018,JOHN M PREIS,PRESIDENT AND CHIEF EXECUTIVE OFFICER - UNTIL 6/2019,40.0,0.0,,X,1010345,0,85856,,,,,
135562401,2018,HUNTER REISNER,CHIEF INVESTMENT OFFICER,40.0,0.0,,X,969250,0,296834,,,,,
135562401,2018,VANESSA BOULOUS,CHIEF OPERATIONS OFFICER - EXTERNAL,40.0,0.0,,X,440115,0,78237,,,,,
135562401,2018,ELLIOTT BUCHHOLZ,CHIEF OPERATIONS OFFICER - INTERNAL - UNTIL 6/2019,40.0,0.0,,X,446999,0,92520,,,,,
135562401,2018,VINCENT M DE SIO,CHIEF FINANCIAL OFFICER,40.0,0.0,,X,429787,0,93574,,,,,
135562401,2018,JAMES G KIRSCHNER,CHIEF STRATEGY OFFICER,40.0,0.0,,X,403253,0,88515,,,,,
135562401,2018,JOHN QUINONES,GENERAL COUNSEL,40.0,0.0,,X,560561,0,92873,,,,,
135562401,2018,MARCELA DEITRICH,SENIOR VICE PRESIDENT - CUSTOMER SERVICE,40.0,0.0,,,311572,0,43999,X,,,,
135562401,2018,ELIZABETH KURILLA,VICE PRESIDENT - INTERNAL AUDIT,40.0,0.0,,,261566,0,67084,X,,,,
135562401,2018,LISA WORTHY,SENIOR VICE PRESIDENT - FINANCE,40.0,0.0,,,303295,0,78826,X,,,,
135562401,2018,ELIZABETH DELGADO,VICE PRESIDENT - HUMAN RESOURCES,40.0,0.0,,,262489,0,61371,X,,,,
135562401,2018,KERRI HAYES,SENIOR COUNSEL,40.0,0.0,,,197003,0,70913,X,,,,
135562401,2018,MAUREEN HALEY,VICE PRESIDENT - APPLICATIONS DEVELOPMENT,40.0,0.0,,,209597,0,53081,X,,,,
135562401,2018,MARK SINNI,PORTFOLIO MANAGER,40.0,0.0,,,507473,0,57205,,X,,,
135562401,2018,SULEYMAN GOKCAN,DIRECTOR OF RISK,40.0,0.0,,,453774,0,88060,,X,,,
135562401,2018,IVAN MANOLOV,PORTFOLIO MANAGER,40.0,0.0,,,455489,0,67935,,X,,,
135562401,2018,JEREMY ROSENBERG,PORTFOLIO MANAGER,40.0,0.0,,,438347,0,59881,,X,,,
135562401,2018,GREGORY ROZOLSKY,PORTFOLIO MANAGER,40.0,0.0,,,437809,0,65357,,X,,,
510198509,2018,,CHAIR,2.00,2.00,X,X,0,0,0,,,SID ESPINOSA,,
510198509,2018,,DIRECTOR,2.00,2.00,X,,0,0,0,,,KAFI BLUMENFIELD,,
510198509,2018,,DIRECTOR,2.00,2.00,X,,0,0,0,,,ROSLYN DAWSON THOMPSON,,
510198509,2018,,DIRECTOR,2.00,2.00,X,,0,0,0,,,BRICKSON DIAMOND,,
510198509,2018,,DIRECTOR,2.00,2.00,X,,0,0,0,,,SUZANNE DIBIANCA,,
510198509,2018,,DIRECTOR,2.00,2.00,X,,0,0,0,,,JACOB WELDON,,
510198509,2018,,DIRECTOR,2.00,2.00,X,,0,0,0,,,STEVE ZUCKERMAN,,
510198509,2018,,CEO,8.00,42.00,,X,0,460068,66467,,,KRISS DEIGLMEIER,,
510198509,2018,,TREASURER/CFO,8.00,42.00,,X,0,391203,35853,,,JUDITH HILL,,
510198509,2018,,CORPORATE SECRETARY,8.00,42.00,,X,0,302840,50436,,,AMANDA KETON,,
510198509,2018,,ASSISTANT CORPORATE SECRETARY,8.00,42.00,,X,0,110339,23520,,,JENNIFER MARIE LANDIG,,
810421425,2018,,Director,7.00,1.00,X,,0,0,0,,,MARK BAKER,,
810421425,2018,,Director,10.00,1.00,X,,0,0,0,,,PHILIP BARRETT,,
810421425,2018,,Director,5.00,1.00,X,,0,0,0,,,MIKE BAUGH,,
810421425,2018,,Director,5.00,1.00,X,,0,0,0,,,JOHN CAID,,
810421425,2018,,Director,5.00,1.00,X,,15450,0,0,,,CHARLIE DECKER,,
810421425,2018,,Director,6.00,1.00,X,,0,0,0,,,TW GARRETT,,
810421425,2018,,Director,7.50,1.00,X,,0,0,0,,,NANCY HADLEY,,
810421425,2018,,CEO (PART YEAR),10.00,1.00,X,X,2725,0,12250,,,NANCY HOLLAND,,
810421425,2018,,Director,5.00,1.00,X,,0,0,0,,,LARRY IRWIN,,
810421425,2018,,Director,5.00,1.00,X,,0,0,0,,,ERIC JOHNSON,,
810421425,2018,,Director,10.00,1.00,X,,0,0,0,,,KENT JOHNSON,,
810421425,2018,,Director,10.00,1.00,X,,0,0,0,,,FRED LEKSE,,
810421425,2018,,Director,8.00,1.00,X,,0,0,0,,,BILL MADISON,,
810421425,2018,,Director,5.00,1.00,X,,0,0,0,,,DON MOSS,,
810421425,2018,,Director,5.00,1.00,X,,15450,0,0,,,ROBERT MUNSON,,
810421425,2018,,Director,5.00,1.00,X,,0,0,0,,,RANDY NEWBERG,,
810421425,2018,,Director,5.00,1.00,X,,0,0,0,,,VICKI PELTONEN,,
810421425,2018,,Director,5.00,1.00,X,,0,0,0,,,BILL PINE,,
810421425,2018,,Director,5.00,1.00,X,,0,0,0,,,JERRY PIONESSA,,
810421425,2018,,Director,5.00,1.00,X,,0,0,0,,,LEWIS STAPLEY,,
810421425,2018,,Director,5.00,1.00,X,,0,0,0,,,MICHAEL STEUERT,,
810421425,2018,,Director,5.00,1.00,X,,0,0,0,,,TERRY SWEET,,
810421425,2018,,Director,4.00,1.00,X,,0,0,0,,,JOE TREADWAY,,
810421425,2018,,Director,5.00,1.00,X,,0,0,0,,,MARTIN VAVRA,,
810421425,2018,,President & CEO,50.00,5.00,,X,183344,0,14612,,,R KYLE WEAVER,,
810421425,2018,,President & CEO,50.00,5.00,,X,202737,0,3874,,,M DAVID ALLEN,,
810421425,2018,,Treasurer,0.00,0.00,,X,0,0,0,,,SHANE CRONK,,
810421425,2018,,Secretary,50.00,5.00,,X,208620,0,24557,,,RODNEY TRIEPKE,,
810421425,2018,,Treasurer,50.00,5.00,,X,174436,0,20943,,,LORI PARKER,,
810421425,2018,,CHIEF CONSERVATION OFFICER,50.00,5.00,,,164030,0,19859,X,,BLAKE HENNING,,
810421425,2018,,VP OF MARKETING,50.00,5.00,,,156403,0,22833,X,,STEVE DECKER,,
810421425,2018,,GENERAL COUNSEL,50.00,5.00,,,156078,0,22264,,X,GRANT PARKER,,
810421425,2018,,DIR OF FIELD OPER,40.00,10.00,,,130405,0,20218,,X,DON BLAKLEY,,
810421425,2018,,VP OPERATIONS,40.00,10.00,,,127709,0,18357,,X,RALPH CINFIO III,,
810421425,2018,,VP DEVELOPMENT,50.00,5.00,,,114980,0,20743,,X,SHANE CRONK,,
810421425,2018,,DIR OF FIELD OPER,40.00,10.00,,,111483,0,21401,,X,KIRK MURPHY,,
311640316,2018,,DIRECTOR,1.00,,X,,0,0,0,,,ANNE CASSCELLS,,
311640316,2018,,DIRECTOR,1.00,,X,,0,0,0,,,BILL BROWNELL FROM 10152018,,
311640316,2018,,DIRECTOR,1.00,,X,,0,0,0,,,CARRIE SCHWAB - POMERANTZ,,
311640316,2018,,DIRECTOR,1.00,,X,,0,0,0,,,DAN KINGSLEY,,
311640316,2018,,DIRECTOR,1.00,,X,,0,0,0,,,GREG AVIS,,
311640316,2018,,DIRECTOR,1.00,,X,,0,0,0,,,LINDA B SEGRE FROM 03122018,,
311640316,2018,,DIRECTOR,1.00,,X,,0,0,0,,,LORETTA DOON,,
311640316,2018,,VP OVERSIGHT/RISK,40.00,,,X,426752,0,118500,,,BARBARA BENWARE,,
311640316,2018,,VP MKT/BUS DEVELOPMENT,40.00,,,X,336197,0,108500,,,FRED KAYNOR,,
311640316,2018,,ASSISTANT SECRETARY,1.00,,,X,0,0,0,,,JAMAL MODIR,,
311640316,2018,,PRESIDENT,40.00,,,X,687139,0,228500,,,KIMBERLY LAUGHTON,,
311640316,2018,,SECRETARY,1.00,,,X,0,0,0,,,R SCOTT MCMILLEN,,
311640316,2018,,VP OPERATIONS,40.00,,,X,239090,0,116000,,,SAM KANG FROM 01312018,,
311640316,2018,,VP & CONTROLLER,40.00,,,X,359040,0,108500,,,SUSAN HELDMAN,,
311640316,2018,,MANAGING DIRECTOR - OPERATIONS,40.00,,,,173507,0,58000,,X,BRYAN GREGSTON,,
311640316,2018,,MANAGING DIRECTOR-TECHNOLOGY,40.00,,,,177460,0,42400,,X,JULIA REED,,
311640316,2018,,MANAGING DIRECTOR - RISK,40.00,,,,218378,0,53000,,X,JULIE HATTLE,,
311640316,2018,,MANAGING DIRECTOR-TECHNOLOGY,40.00,,,,203361,0,57400,,X,LORIENNE LAMBERT,,
311640316,2018,,MANAGING DIRECTOR - RELATIONSHIP MGR,40.00,,,,211108,0,18000,,X,STEPHANIE DIAMOND,,
364724966,2018,Jay Anderson,See Schedule O,40.0,0.0,X,X,925479,0,263135,,,,,
364724966,2018,Terrence Bugno MD,See Schedule O,2.0,0.0,X,X,0,0,0,,,,,
364724966,2018,JOHN A CANNING,See Schedule O,2.0,0.0,X,X,0,0,0,,,,,
364724966,2018,Howard B Chrisman MD,See Schedule O,40.0,0.0,X,X,1215566,0,209098,,,,,
364724966,2018,Seamus Collins,See Schedule O,40.0,0.0,X,X,315348,0,72027,,,,,
364724966,2018,Julie L Creamer,See Schedule O,40.0,0.0,X,X,2014345,0,205253,,,,,
364724966,2018,Kent Dauten,See Schedule O,7.0,0.0,X,X,0,0,0,,,,,
364724966,2018,Mike S Eesley,See Schedule O,40.0,0.0,X,X,352905,0,5410,,,,,
364724966,2018,Connie Falcone,See Schedule O,40.0,0.0,X,X,571031,0,81463,,,,,
364724966,2018,WILLIAM P FLESCH,See Schedule O,6.0,0.0,X,X,0,0,0,,,,,
364724966,2018,Matthew J Flynn,See Schedule O,38.0,2.0,X,X,618061,0,116437,,,,,
364724966,2018,Richard Franco,See Schedule O,40.0,0.0,X,X,410527,0,75889,,,,,
364724966,2018,Dean M Harrison,See Schedule O,38.0,2.0,X,X,6347133,0,1580828,,,,,
364724966,2018,Emily J Kozak,See Schedule O,38.0,2.0,X,X,419238,0,67216,,,,,
364724966,2018,DIANA KRAFT MD,See Schedule O,40.0,0.0,X,X,114668,0,0,,,,,
364724966,2018,Brian J Lemon,See Schedule O,38.0,2.0,X,X,1023598,0,159855,,,,,
364724966,2018,Thomas J McAfee,See Schedule O,40.0,0.0,X,X,1090502,0,303501,,,,,
364724966,2018,W James McNerney Jr,See Schedule O,1.0,0.0,X,X,0,0,0,,,,,
364724966,2018,LEE M MITCHELL,See Schedule O,1.0,0.0,X,X,0,0,0,,,,,
364724966,2018,Eric G Neilson MD,See Schedule O,40.0,0.0,X,X,911924,0,36434,,,,,
364724966,2018,John A Orsini,See Schedule O,38.0,2.0,X,X,1552585,0,390915,,,,,
364724966,2018,William A Osborn,See Schedule O,1.0,0.0,X,X,0,0,0,,,,,
364724966,2018,HOMI B PATEL,See Schedule O,2.0,0.0,X,X,0,0,0,,,,,
364724966,2018,Kevin P Poorten,See Schedule O,38.0,2.0,X,X,1401787,0,250734,,,,,
364724966,2018,James Thorpe,See Schedule O,7.0,0.0,X,X,0,0,0,,,,,
364724966,2018,Glenn F Tilton,See Schedule O,2.0,0.0,X,X,0,0,0,,,,,
364724966,2018,Patrick Towne MD,See Schedule O,40.0,0.0,X,X,897327,0,164686,,,,,
364724966,2018,Forrest R Whittaker,See Schedule O,6.0,0.0,X,X,0,0,0,,,,,
364724966,2018,Anthony Altimari MD,See Schedule O,40.0,0.0,X,,688513,0,57777,,,,,
364724966,2018,Dean Barrett,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Todd Barrowclift DO,See Schedule O,40.0,0.0,X,,228762,0,50921,,,,,
364724966,2018,Roger L Benson,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Carol Bernick,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Peter Bernick,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Kevin P Bethke,See Schedule O,40.0,0.0,X,,773486,0,18061,,,,,
364724966,2018,Andrew Bluhm,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,CHARLES M BRENNAN,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,WILLIAM J BRODSKY,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,John Burkey MD,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,William Busse,See Schedule O,5.0,0.0,X,,0,0,0,,,,,
364724966,2018,Tom Carey,See Schedule O,5.0,0.0,X,,0,0,0,,,,,
364724966,2018,David R Casper,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Nicholas D Chabraja,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Michael-Dean Chorneyko,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Craig T Collins,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,SEAN M CONNOLLY,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Adam Cooper,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Mark Cozzi,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Stephen Crawford,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,KERMIT R CRAWFORD,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,PETER D CRIST,See Schedule O,2.0,0.0,X,,0,0,0,,,,,
364724966,2018,Keating Crown,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Michael A Cullen,See Schedule O,8.0,0.0,X,,0,0,0,,,,,
364724966,2018,William Cunningham,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Brett M Dale,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,William M Daley,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,WILLIAM G DALUGA,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,JOSEPH F DAMICO,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Matthew S Darnall,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Stephen Davis,See Schedule O,5.0,0.0,X,,0,0,0,,,,,
364724966,2018,Anthony B Davis,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Richard Davis,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Dan DeCanniere,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,PEDRO DEJESUS,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Michael F DeSantiago,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,JOHN H DICK,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Shawn M Donnelly,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Paula Dorion-Gray,See Schedule O,5.0,0.0,X,,0,0,0,,,,,
364724966,2018,John R Ettelson,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Gary Evans,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Manny Favela,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Michael W Ferro,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Michael Fleck,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Albert M Friedman,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Justin Gent MD,See Schedule O,40.0,0.0,X,,404086,0,7982,,,,,
364724966,2018,Lisa M Giles,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Scott Gilleland,See Schedule O,2.0,0.0,X,,0,0,0,,,,,
364724966,2018,Phillip Gilroy MD,See Schedule O,2.0,0.0,X,,0,0,0,,,,,
364724966,2018,James T Glerum,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,William S Goldberg,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,JC Gonzalez-Mendez,See Schedule O,5.0,0.0,X,,0,0,0,,,,,
364724966,2018,James A Gordon,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Trina Gordon McCallister,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Judy P Greffin,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,ROGER T HARRIS,See Schedule O,5.0,0.0,X,,0,0,0,,,,,
364724966,2018,Brett J Hart,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Timothy G Havenhill,See Schedule O,40.0,0.0,X,,178523,0,20618,,,,,
364724966,2018,Scott Helm MD,See Schedule O,40.0,0.0,X,,239162,0,0,,,,,
364724966,2018,Sandra L Helton,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Roberto R Herencia,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Adam Hoeflich,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Jill Holden MD,See Schedule O,1.0,0.0,X,,750,0,0,,,,,
364724966,2018,WILLARD M HUNTER,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Peter S Hurst BDS,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Linda Johnson Rice,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Michael J Kachmer,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Christopher M Keogh,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,ANTHONY K KESMAN,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,John A Kessler MD,See Schedule O,1.0,0.0,X,,34521,0,17616,,,,,
364724966,2018,Jay L Kloosterboer,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Catherine Kozik,See Schedule O,5.0,0.0,X,,0,0,0,,,,,
364724966,2018,Heather Kroencke,See Schedule O,2.0,0.0,X,,0,0,0,,,,,
364724966,2018,William C Kunkler,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Julie Lampert,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Richard H Lenny,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Lawrence F Levy,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Timothy J Luby,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Dee A Manire,See Schedule O,5.0,0.0,X,,0,0,0,,,,,
364724966,2018,Joseph D Mansueto,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Thomas Matya,See Schedule O,6.0,0.0,X,,0,0,0,,,,,
364724966,2018,J Richard Maybury,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,PATRICK M MCCARTHY MD,See Schedule O,40.0,0.0,X,,1835724,0,74067,,,,,
364724966,2018,Richard Melman,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Ricardo Meza,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Becky Milliman,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Karen Mills,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,CHARLES N MILLS,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Timothy P Moen,See Schedule O,6.0,0.0,X,,0,0,0,,,,,
364724966,2018,DENNIS MUILENBERG,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,James Murray III,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Phebe N Novakovic,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Michael G O'Grady,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Amy S Paller MD,See Schedule O,40.0,0.0,X,,410997,0,43018,,,,,
364724966,2018,Robert J Parkinson Jr,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Jagdish Patel MD,PHYSICIAN,40.0,0.0,X,,65367,0,0,,,,,
364724966,2018,TERRANCE D PEABODY MD,See Schedule O,40.0,0.0,X,,804099,0,40734,,,,,
364724966,2018,WILLIAM D PEREZ,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Joseph M Persak MD,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Jane D Pigott,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Leonidas C Plantanias MD PhD,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,John Podjasek,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,ANNE PRAMAGGIORE,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Richard S Price,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Craig R Pryde,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Thomas F Quinn,See Schedule O,3.0,0.0,X,,0,0,0,,,,,
364724966,2018,Steve Rankins,See Schedule O,2.0,0.0,X,,0,0,0,,,,,
364724966,2018,Andrea Redmond-Ferguson,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,J Christopher Reyes,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,LARRY D RICHMAN,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Mary Beth Richmond MD,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,LEONETTA RIZZI,See Schedule O,6.0,0.0,X,,0,0,0,,,,,
364724966,2018,Desiree Rogers,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Matthew W Ross,See Schedule O,1.0,0.0,X,,250,0,0,,,,,
364724966,2018,Eric Ruth,See Schedule O,3.0,0.0,X,,0,0,0,,,,,
364724966,2018,CHARLES Ruth,See Schedule O,5.0,0.0,X,,0,0,0,,,,,
364724966,2018,Debbie S Saran,See Schedule O,2.0,0.0,X,,0,0,0,,,,,
364724966,2018,Ron Saslow,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Muneer A Satter,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Terry Savage,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Morton O Schapiro,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Marc S Schulman,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Samuel C Scott III,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Ronald J Severino MD,See Schedule O,40.0,0.0,X,,477380,0,59251,,,,,
364724966,2018,Dean P Shoener MD,See Schedule O,40.0,0.0,X,,719480,0,58832,,,,,
364724966,2018,Martin Smith,See Schedule O,2.0,0.0,X,,0,0,0,,,,,
364724966,2018,Greg Smith,See Schedule O,3.0,0.0,X,,0,0,0,,,,,
364724966,2018,Scott C Smith,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,NATHANIEL J SOPER MD,See Schedule O,40.0,0.0,X,,790302,0,35166,,,,,
364724966,2018,Mark Steadman,See Schedule O,2.0,0.0,X,,0,0,0,,,,,
364724966,2018,MARC STRAUSS,See Schedule O,5.0,0.0,X,,0,0,0,,,,,
364724966,2018,ALEXANDER D STUART,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Robert J Stucker,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Timothy P Sullivan,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Robert Sullivan,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Shelia G Talton,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,DONALD L THOMPSON,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Edward T Tilly,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Jason Tyler,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Michael Tyron,See Schedule O,2.0,0.0,X,,0,0,0,,,,,
364724966,2018,Douglas E Vaughan,See Schedule O,40.0,0.0,X,,520599,0,29283,,,,,
364724966,2018,Nicholas J Volpe MD,See Schedule O,40.0,0.0,X,,513523,0,42161,,,,,
364724966,2018,WILLIAM A VONHOENE,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,FREDERICK H WADDELL,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Reeve Waud,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Gina Weldy,See Schedule O,40.0,0.0,X,,803743,0,32144,,,,,
364724966,2018,Peter Whinfrey,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,ABRA PRENTICE WILKIN,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Patricia A Woertz,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Corinne J Wood,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,JAMES P ZALLIE,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Charie A Zanck,See Schedule O,6.0,0.0,X,,0,0,0,,,,,
364724966,2018,Andrea Zopp,See Schedule O,1.0,0.0,X,,0,0,0,,,,,
364724966,2018,Maureen Bryant,See Schedule O,40.0,0.0,,X,726883,0,113158,,,,,
364724966,2018,Leah V Hobson,See Schedule O,40.0,0.0,,X,335337,0,58816,,,,,
